quality_measure	comparaison_measure	method_aggregation_outcome	attrs_objects	attrs_users	nb_attrs_objects	nb_attrs_objects_in_itemset	nb_attrs_users	nb_attrs_users_in_itemset	quality_threshold	threshold_objects	threshold_nb_users_1	threshold_nb_users_2	nb_objects	nb_users	nb_users_1	nb_users_2	nb_reviews	algorithm	closed	pruning_ub	RandomWalk	timebudget	bound_type	nb_generated_subgroups	nb_visited_subgroups	nb_candidates_subgroups	nb_patterns	timespent_init	timespent	timespent_total
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	55	3	54	0.2	8.0	50.0	50.0	100	943	943	943	4386	DSC+CLOSED+UB2	True	True	False	36000	2	19613.0	15263.0	15263.0	0	0.3	1.37	1.68
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	91	3	54	0.2	8.0	50.0	50.0	250	943	943	943	9220	DSC+CLOSED+UB2	True	True	False	36000	2	81151.0	75341.0	75341.0	4	0.31	3.03	3.35
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	120	3	54	0.2	8.0	50.0	50.0	500	943	943	943	14541	DSC+CLOSED+UB2	True	True	False	36000	2	158292.0	149325.0	149325.0	17	0.32	6.2	6.53
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	138	3	54	0.2	8.0	50.0	50.0	750	943	943	943	18290	DSC+CLOSED+UB2	True	True	False	36000	2	216068.0	205671.0	205671.0	18	0.29	8.95	9.25
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	144	3	54	0.2	8.0	50.0	50.0	1000	943	943	943	52879	DSC+CLOSED+UB2	True	True	False	36000	2	391281.0	375670.0	375670.0	35	0.31	18.93	19.25
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	164	3	54	0.2	8.0	50.0	50.0	1500	943	943	943	91453	DSC+CLOSED+UB2	True	True	False	36000	2	1114153.0	1088482.0	1088480.0	69	0.33	67.65	67.99
DISAGR_SUMDIFF	AVG_YELP	AVGRATINGS_SIMPLE	[('genres', 'themes'), ('releaseDate', 'numeric')]	[('ageGroup', 'simple'), ('gender', 'simple'), ('occupation', 'simple')]	2	164	3	54	0.2	8.0	50.0	50.0	1681	943	943	943	99991	DSC+CLOSED+UB2	True	True	False	36000	2	1252798.0	1223364.0	1223364.0	97	0.34	78.86	79.21
